,examine,id,members,lowalch,limit,value,highalch,icon,name
1282,A tablet containing a magic spell.,8021,True,1.0,10000.0,1,1.0,Enchant onyx.png,Enchant onyx
1283,A tablet containing a magic spell.,8018,True,1.0,10000.0,1,1.0,Enchant ruby or topaz.png,Enchant ruby or topaz
1284,A tablet containing a magic spell.,8016,True,1.0,10000.0,1,1.0,Enchant sapphire or opal.png,Enchant sapphire or opal
1285,A three pointed hat of magic.,7400,True,6000.0,8.0,15000,9000.0,Enchanted hat.png,Enchanted hat
1286,Enchanted Wizards robes.,7398,True,32000.0,8.0,80000,48000.0,Enchanted robe.png,Enchanted robe
1287,Enchanted Wizards robes.,7399,True,48000.0,8.0,120000,72000.0,Enchanted top.png,Enchanted top
1288,One dose of fishy energy potion.,11455,True,14.0,2000.0,36,21.0,Energy mix(1).png,Energy mix(1)
1289,Two doses of fishy energy potion.,11453,True,28.0,2000.0,72,43.0,Energy mix(2).png,Energy mix(2)
1290,1 dose of energy potion.,3014,False,14.0,2000.0,36,21.0,Energy potion(1).png,Energy potion(1)
1291,2 doses of energy potion.,3012,False,28.0,2000.0,72,43.0,Energy potion(2).png,Energy potion(2)
1292,3 doses of energy potion.,3010,False,44.0,2000.0,110,66.0,Energy potion(3).png,Energy potion(3)
1293,4 doses of energy potion.,3008,False,58.0,2000.0,146,87.0,Energy potion(4).png,Energy potion(4)
1294,A seed to be sung into a infinite teleport crystal.,23959,True,40000.0,,100000,60000.0,Enhanced crystal teleport seed.png,Enhanced crystal teleport seed
1295,The creature's soul is still in here.,13508,True,234.0,3000.0,585,351.0,Ensouled abyssal head.png,Ensouled abyssal head
1296,The creature's soul is still in here.,13505,True,221.0,7500.0,553,331.0,Ensouled aviansie head.png,Ensouled aviansie head
1297,The creature's soul is still in here.,13463,True,104.0,3000.0,260,156.0,Ensouled bear head.png,Ensouled bear head
1298,The creature's soul is still in here.,13496,True,197.0,3000.0,494,296.0,Ensouled bloodveld head.png,Ensouled bloodveld head
1299,The creature's soul is still in here.,13472,True,119.0,3000.0,299,179.0,Ensouled chaos druid head.png,Ensouled chaos druid head
1300,The creature's soul is still in here.,13493,True,182.0,7500.0,455,273.0,Ensouled dagannoth head.png,Ensouled dagannoth head
1301,The creature's soul is still in here.,13502,True,210.0,7500.0,527,316.0,Ensouled demon head.png,Ensouled demon head
1302,The creature's soul is still in here.,13469,True,114.0,3000.0,286,171.0,Ensouled dog head.png,Ensouled dog head
1303,The creature's soul is still in here.,13511,True,260.0,7500.0,650,390.0,Ensouled dragon head.png,Ensouled dragon head
1304,The creature's soul is still in here.,13481,True,143.0,7500.0,358,214.0,Ensouled elf head.png,Ensouled elf head
1305,The creature's soul is still in here.,13475,True,127.0,3000.0,319,191.0,Ensouled giant head.png,Ensouled giant head
1306,The creature's soul is still in here.,13448,True,20.0,3000.0,52,31.0,Ensouled goblin head.png,Ensouled goblin head
1307,The creature's soul is still in here.,13487,True,161.0,7500.0,403,241.0,Ensouled horror head.png,Ensouled horror head
1308,The creature's soul is still in here.,13454,True,62.0,3000.0,156,93.0,Ensouled imp head.png,Ensouled imp head
1309,The creature's soul is still in here.,13490,True,173.0,7500.0,433,259.0,Ensouled kalphite head.png,Ensouled kalphite head
1310,The creature's soul is still in here.,13457,True,91.0,3000.0,228,136.0,Ensouled minotaur head.png,Ensouled minotaur head
1311,The creature's soul is still in here.,13451,True,41.0,3000.0,104,62.0,Ensouled monkey head.png,Ensouled monkey head
1312,The creature's soul is still in here.,13478,True,135.0,3000.0,338,202.0,Ensouled ogre head.png,Ensouled ogre head
1313,The creature's soul is still in here.,13460,True,98.0,3000.0,247,148.0,Ensouled scorpion head.png,Ensouled scorpion head
1314,The creature's soul is still in here.,13484,True,153.0,7500.0,384,230.0,Ensouled troll head.png,Ensouled troll head
1315,The creature's soul is still in here.,13499,True,202.0,3000.0,507,304.0,Ensouled tzhaar head.png,Ensouled tzhaar head
1316,The creature's soul is still in here.,13466,True,106.0,3000.0,267,160.0,Ensouled unicorn head.png,Ensouled unicorn head
1317,Small sweet smelling leaves.,2128,True,1.0,13000.0,2,1.0,Equa leaves.png,Equa leaves
1318,Essence impling in a jar.,11246,True,20.0,18000.0,50,30.0,Essence impling jar.png,Essence impling jar
1319,A pair of upgraded infinity boots.,13235,True,30000.0,15.0,75000,45000.0,Eternal boots.png,Eternal boots
1320,A powerful crystal of magic.,13227,True,18000.0,15.0,45000,27000.0,Eternal crystal.png,Eternal crystal
1321,"Like the enchanted gem sold by Slayer Masters, only with an eternal charge.",21270,True,3800.0,8.0,9500,5700.0,Eternal gem.png,Eternal gem
1322,Perfect for crossing the road in an evil manner.,20433,True,1.0,4.0,1,1.0,Evil chicken feet.png,Evil chicken feet
1323,Cock-a-doodle-do!,20439,True,1.0,4.0,1,1.0,Evil chicken head.png,Evil chicken head
1324,Evil legs for an evil human wanting to dress like an evil chicken.,20442,True,1.0,4.0,1,1.0,Evil chicken legs.png,Evil chicken legs
1325,I look evil and fowl in this.,20436,True,1.0,4.0,1,1.0,Evil chicken wings.png,Evil chicken wings
1326,Allows one slayer kill to count as two.,21177,True,460.0,10000.0,1150,690.0,Expeditious bracelet.png,Expeditious bracelet
1327,I'm the Backpack loaded up with things and knick knacks too.,12514,True,620.0,4.0,1550,930.0,Explorer backpack.png,Explorer backpack
1328,One dose of fishy extended anti-firebreath potion.,11962,True,64.0,2000.0,160,96.0,Extended antifire mix(1).png,Extended antifire mix(1)
1329,Two doses of fishy extended anti-firebreath potion.,11960,True,96.0,2000.0,240,144.0,Extended antifire mix(2).png,Extended antifire mix(2)
1330,1 dose of extended anti-firebreath potion.,11957,True,44.0,2000.0,110,66.0,Extended antifire(1).png,Extended antifire(1)
1331,2 doses of extended anti-firebreath potion.,11955,True,88.0,2000.0,220,132.0,Extended antifire(2).png,Extended antifire(2)
1332,3 doses of extended anti-firebreath potion.,11953,True,132.0,2000.0,330,198.0,Extended antifire(3).png,Extended antifire(3)
1333,4 doses of extended anti-firebreath potion.,11951,True,176.0,2000.0,440,264.0,Extended antifire(4).png,Extended antifire(4)
1334,One dose of fishy extended super anti-firebreath potion.,22224,True,64.0,2000.0,160,96.0,Extended super antifire mix(1).png,Extended super antifire mix(1)
1335,Two doses of fishy extended super anti-firebreath potion.,22221,True,96.0,2000.0,240,144.0,Extended super antifire mix(2).png,Extended super antifire mix(2)
1336,1 dose of extended super anti-firebreath potion.,22218,True,272.0,2000.0,680,408.0,Extended super antifire(1).png,Extended super antifire(1)
1337,2 doses of extended super anti-firebreath potion.,22215,True,288.0,2000.0,720,432.0,Extended super antifire(2).png,Extended super antifire(2)
1338,3 doses of extended super anti-firebreath potion.,22212,True,304.0,2000.0,760,456.0,Extended super antifire(3).png,Extended super antifire(3)
1339,4 doses of extended super anti-firebreath potion.,22209,True,320.0,2000.0,800,480.0,Extended super antifire(4).png,Extended super antifire(4)
1340,It seems to be looking at me.,221,False,1.0,13000.0,3,1.0,Eye of newt.png,Eye of newt
1341,Stops me breathing in too much dust.,4164,True,80.0,70.0,200,120.0,Facemask.png,Facemask
1342,Makes me itch.,4593,True,1.0,15.0,1,1.0,Fake beard.png,Fake beard
1343,A teleport to Falador.,8009,True,1.0,10000.0,1,1.0,Falador teleport (tablet).png,Falador teleport (tablet)
1344,You can plant this in your garden.,8445,True,10000.0,10000.0,25000,15000.0,Fancy hedge (bagged).png,Fancy hedge (bagged)
1345,How does it all fit in there?,8604,True,4.0,500.0,10,6.0,Fancy teak dresser (flatpack).png,Fancy teak dresser (flatpack)
1346,Call me princess.,20008,True,3200.0,4.0,8000,4800.0,Fancy tiara.png,Fancy tiara
1347,This helmet is worn by farseers.,3755,True,24000.0,70.0,60000,36000.0,Farseer helm.png,Farseer helm
1348,"The fat, slimy corpse of a deceased giant snail.",3367,True,6.0,13000.0,15,9.0,Fat snail.png,Fat snail
1349,A succulently slimy slice of sumptuous snail.,3373,True,12.0,6000.0,30,18.0,Fat snail meat.png,Fat snail meat
1350,Ancient ogre bones from the ogre burial tomb.,4830,True,1.0,7500.0,1,1.0,Fayrg bones.png,Fayrg bones
1351,Used for fly fishing.,314,False,1.0,30000.0,2,1.0,Feather.png,Feather
1352,Makes you look fedorable.,11990,True,120.0,4.0,300,180.0,Fedora.png,Fedora
1353,Teleports you to Feldip hills.,12404,True,4.0,10000.0,10,6.0,Feldip hills teleport.png,Feldip hills teleport
1354,"Not actually from a weasel, but it is, at least, furry.",10119,True,5.0,10000.0,14,8.0,Feldip weasel fur.png,Feldip weasel fur
1355,A teleport to Fenkenstrain's Castle.,19621,True,1.0,10000.0,1,1.0,Fenkenstrain's castle teleport (tablet).png,Fenkenstrain's castle teleport (tablet)
1356,A Fez hat. Juss like that.,6382,True,8.0,150.0,20,12.0,Fez.png,Fez
1357,An interesting looking bone shard.,6167,True,24.0,11000.0,60,36.0,Fibula piece.png,Fibula piece
1358,A plant pot filled with soil.,5354,True,1.0,2000.0,1,1.0,Filled plant pot.png,Filled plant pot
1359,Amazingly untouched by time.,3470,True,200.0,11000.0,500,300.0,Fine cloth.png,Fine cloth
1360,It's a slightly magical stick.,1393,True,6200.0,18000.0,15500,9300.0,Fire battlestaff.png,Fire battlestaff
1361,A magic glowing orb.,569,True,120.0,11000.0,300,180.0,Fire orb.png,Fire orb
1362,One of the 4 basic elemental Runes.,554,False,1.0,50000.0,4,2.0,Fire rune.png,Fire rune
1363,A mysterious power emanates from the talisman...,1442,False,1.0,11000.0,4,2.0,Fire talisman.png,Fire talisman
1364,A tiara infused with the properties of fire.,5537,False,40.0,40.0,100,60.0,Fire tiara.png,Fire tiara
1365,Apparently Cormorants like to eat this stuff...,22818,True,8.0,13000.0,20,12.0,Fish chunks.png,Fish chunks
1366,Keeps your pet fish strong and healthy.,272,False,1.0,15.0,1,1.0,Fish food.png,Fish food
1367,Slices of inedible fish.,11334,True,1.0,8000.0,1,1.0,Fish offcuts.png,Fish offcuts
1368,Bounty of the sea.,7188,True,40.0,10000.0,100,60.0,Fish pie.png,Fish pie
1369,For use with a fishing rod.,313,False,1.0,8000.0,3,1.0,Fishing bait.png,Fishing bait
1370,A teleport to the Fishing Guild.,24959,True,1.0,10000.0,1,1.0,Fishing guild teleport (tablet).png,Fishing guild teleport (tablet)
1371,One dose of fishy Fishing potion.,11479,True,40.0,2000.0,100,60.0,Fishing mix(1).png,Fishing mix(1)
1372,Two doses of fishy Fishing potion.,11477,True,60.0,2000.0,150,90.0,Fishing mix(2).png,Fishing mix(2)
1373,1 dose of Fishing potion.,155,True,40.0,2000.0,100,60.0,Fishing potion(1).png,Fishing potion(1)
1374,2 doses of Fishing potion.,153,True,60.0,2000.0,150,90.0,Fishing potion(2).png,Fishing potion(2)
1375,3 doses of Fishing potion.,151,True,80.0,2000.0,200,120.0,Fishing potion(3).png,Fishing potion(3)
1376,4 doses of Fishing potion.,2438,True,100.0,2000.0,250,150.0,Fishing potion(4).png,Fishing potion(4)
1377,Useful for catching sardine or herring.,307,False,2.0,40.0,5,3.0,Fishing rod.png,Fishing rod
1378,The remains of a deadly shade.,3404,True,1.0,7500.0,1,1.0,Fiyr remains.png,Fiyr remains
1379,Helps when building the Shades of Mort'ton temple.,21180,True,520.0,10000.0,1300,780.0,Flamtaer bracelet.png,Flamtaer bracelet
1380,An exquisitely shaped tool specially designed for fixing temples.,3678,True,4000.0,40.0,10000,6000.0,Flamtaer hammer.png,Flamtaer hammer
1381,These'll help me stay alive.,10394,True,800.0,4.0,2000,1200.0,Flared trousers.png,Flared trousers
1382,A tattered chunk of dagannoth hide.,6171,True,24.0,11000.0,60,36.0,Flattened hide.png,Flattened hide
1383,I should use this with a spinning wheel.,1779,True,2.0,13000.0,5,3.0,Flax.png,Flax
1384,A wooden arrow shaft with four flights attached.,2865,True,1.0,7000.0,1,1.0,Flighted ogre arrow 5.png,Flighted ogre arrow
1385,Useful for catching salmon or trout.,309,False,2.0,40.0,5,3.0,Fly fishing rod.png,Fly fishing rod
1386,How does it all fit in there?,8586,True,4.0,500.0,10,6.0,Four-poster bed (flatpack).png,Four-poster bed (flatpack)
1387,The latest in Fremennik fashion.,3771,True,100.0,150.0,250,150.0,Fremennik beige shirt.png,Fremennik beige shirt
1388,The latest fashion in Rellekka.,3789,True,100.0,150.0,250,150.0,Fremennik black cloak.png,Fremennik black cloak
1389,The latest fashion in Rellekka.,3763,True,100.0,150.0,250,150.0,Fremennik blue cloak.png,Fremennik blue cloak
1390,The latest in Fremennik fashion.,3775,True,100.0,150.0,250,150.0,Fremennik blue shirt.png,Fremennik blue shirt
1391,Very stylish!,3791,True,200.0,150.0,500,300.0,Fremennik boots.png,Fremennik boots
1392,The latest fashion in Rellekka.,3761,True,100.0,150.0,250,150.0,Fremennik brown cloak.png,Fremennik brown cloak
1393,The latest in Fremennik fashion.,3767,True,100.0,150.0,250,150.0,Fremennik brown shirt.png,Fremennik brown shirt
1394,The latest fashion in Rellekka.,3759,True,100.0,150.0,250,150.0,Fremennik cyan cloak.png,Fremennik cyan cloak
1395,These will keep my hands warm!,3799,True,200.0,150.0,500,300.0,Fremennik gloves.png,Fremennik gloves
1396,The latest fashion in Rellekka.,3765,True,100.0,150.0,250,150.0,Fremennik green cloak.png,Fremennik green cloak
1397,The latest fashion in Rellekka.,3779,True,100.0,150.0,250,150.0,Fremennik grey cloak.png,Fremennik grey cloak
1398,The latest in Fremennik fashion.,3769,True,100.0,150.0,250,150.0,Fremennik grey shirt.png,Fremennik grey shirt
1399,A silly pointed hat.,3797,True,200.0,150.0,500,300.0,Fremennik hat.png,Fremennik hat
1400,A kilt worn by the mightiest of Fremennik warriors.,23246,True,24000.0,8.0,60000,36000.0,Fremennik kilt.png,Fremennik kilt
1401,The latest fashion in Rellekka.,3787,True,100.0,150.0,250,150.0,Fremennik pink cloak.png,Fremennik pink cloak
1402,The latest fashion in Rellekka.,3785,True,100.0,150.0,250,150.0,Fremennik purple cloak.png,Fremennik purple cloak
1403,The latest fashion in Rellekka.,3777,True,100.0,150.0,250,150.0,Fremennik red cloak.png,Fremennik red cloak
1404,The latest in Fremennik fashion.,3773,True,100.0,150.0,250,150.0,Fremennik red shirt.png,Fremennik red shirt
1405,The latest fashion in Rellekka.,3793,True,200.0,150.0,500,300.0,Fremennik robe.png,Fremennik robe
1406,The latest fashion in Rellekka.,3795,True,200.0,150.0,500,300.0,Fremennik skirt.png,Fremennik skirt
1407,The latest fashion in Rellekka.,3783,True,100.0,150.0,250,150.0,Fremennik teal cloak.png,Fremennik teal cloak
1408,The latest fashion in Rellekka.,3781,True,100.0,150.0,250,150.0,Fremennik yellow cloak.png,Fremennik yellow cloak
1409,A bowl of fried Bittercap mushrooms.,7082,True,16.0,13000.0,42,25.0,Fried mushrooms.png,Fried mushrooms
1410,"A bowl of sliced, fried onions.",7084,True,2.0,13000.0,7,4.0,Fried onions.png,Fried onions
1411,Cute frog slippers.,23288,False,400.0,4.0,1000,600.0,Frog slippers.png,Frog slippers
1412,Armour made out of frog hide.,10954,True,400.0,70.0,1000,600.0,Frog-leather body.png,Frog-leather body
1413,Boots made out of frog hide.,10958,True,80.0,70.0,200,120.0,Frog-leather boots.png,Frog-leather boots
1414,Chaps made out of frog hide.,10956,True,360.0,70.0,900,540.0,Frog-leather chaps.png,Frog-leather chaps
1415,Cold to the touch.,12769,True,1.0,4.0,1,1.0,Frozen whip mix.png,Frozen whip mix
1416,It actually smells quite good.,2277,True,1.0,6000.0,2,1.0,Fruit batta.png,Fruit batta
1417,A cool refreshing fruit mix.,2084,True,12.0,2000.0,30,18.0,Fruit blast.png,Fruit blast
1418,Looks like it's non-stick too!,7441,True,664.0,50.0,1660,996.0,Frying pan.png,Frying pan
1419,This would make warm clothing.,6814,False,4.0,18000.0,10,6.0,Fur.png,Fur
1420,Use on an amulet of fury to make it look fancier!,12526,True,2000.0,4.0,5000,3000.0,Fury ornament kit.png,Fury ornament kit
1421,A specially crafted hammer with strange markings on it.,7668,True,1200.0,8.0,3000,1800.0,Gadderhammer.png,Gadderhammer
1422,An enchanted necklace.,3853,True,420.0,10000.0,1050,630.0,Games necklace(8).png,Games necklace(8)
1423,What I wouldn't give for a good steak about now...,7178,True,9.0,10000.0,24,14.0,Garden pie.png,Garden pie
1424,A pair of gardening boots.,5345,True,10.0,150.0,25,15.0,Gardening boots.png,Gardening boots
1425,Not suitable for archaeological digs.,5325,True,4.0,40.0,12,7.0,Gardening trowel.png,Gardening trowel
1426,A clove of garlic.,1550,False,1.0,11000.0,3,1.0,Garlic.png,Garlic
1427,Finely ground garlic powder.,4668,True,4.0,15.0,10,6.0,Garlic powder.png,Garlic powder
1428,"A teleport to Ghorrock, in level 45 Wilderness.",12778,True,1.0,10000.0,1,1.0,Ghorrock teleport (tablet).png,Ghorrock teleport (tablet)
1429,"A razor sharp rapier, smeared with vampyric blood.",22324,True,2000000.0,8.0,5000000,3000000.0,Ghrazi rapier.png,Ghrazi rapier
1430,It's made from a secret recipe.,2171,True,1.0,13000.0,2,1.0,Gianne dough.png,Gianne dough
1431,Aluft Gianne's favorite dishes.,2167,True,1.0,15.0,2,1.0,Gianne's cook book.png,Gianne's cook book
1432,Worn on head. Warning: Smelly.,23252,True,5600.0,4.0,14000,8400.0,Giant boot.png,Giant boot
1433,"A giant sac of red spider eggs, hopefully none of them hatch.",23517,True,4.0,100.0,10,6.0,Giant egg sac(full).png,Giant egg sac(full)
1434,This could feed a family of gnomes for a week!,4517,True,40.0,6000.0,100,60.0,Giant frog legs.png,Giant frog legs
1435,Seaweed of large size.,21504,True,1.0,11000.0,2,1.0,Giant seaweed.png,Giant seaweed
1436,A two handed sword with gold plate.,20155,False,25600.0,70.0,64000,38400.0,Gilded 2h sword.png,Gilded 2h sword
1437,"A set containing a full helm, platebody, legs and kiteshield.",13036,False,32000.0,8.0,80000,48000.0,Gilded armour set (lg).png,Gilded armour set (lg)
1438,"A set containing a full helm, platebody, skirt and kiteshield.",13038,False,32000.0,8.0,80000,48000.0,Gilded armour set (sk).png,Gilded armour set (sk)
1439,A powerful axe.,23279,False,14000.0,4.0,35000,21000.0,Gilded axe.png,Gilded axe
1440,How does it all fit in there?,8574,True,4.0,500.0,10,6.0,Gilded bench (flatpack).png,Gilded bench (flatpack)
